,Unnamed: 0,resultId,raceId,driverId,constructorId,grid,positionText,positionOrder,points,laps,fastestLapTime,fastestLapSpeed,status,driverRef,dob,nationality_x,year,round,name_x,date,circuitRef,location,country,constructorRef,nationality_y,position_quali,stop,lap,milliseconds,name,weather,SC Laps
4944,4944,23685,984,822,131,6,4,4,12.0,53,01:33.1,224.439,Finished,bottas,8/28/1989,Finnish,2017,16,Japanese Grand Prix,10/8/2017,suzuka,Suzuka,Japan,mercedes,German,2.0,1,30,22876,Japanese Grand Prix,Dry,8.0
4947,4947,23696,984,836,15,17,15,15,0.0,51,01:36.4,216.791,+2 Laps,wehrlein,10/18/1994,German,2017,16,Japanese Grand Prix,10/8/2017,suzuka,Suzuka,Japan,sauber,Swiss,20.0,3,25,24952,Japanese Grand Prix,Dry,8.0
4948,4948,23690,984,154,210,13,9,9,2.0,53,01:35.3,219.253,Finished,grosjean,4/17/1986,French,2017,16,Japanese Grand Prix,10/8/2017,suzuka,Suzuka,Japan,haas,American,16.0,1,23,22781,Japanese Grand Prix,Dry,8.0
4949,4949,23689,984,825,210,12,8,8,4.0,53,01:35.3,219.274,Finished,kevin_magnussen,10/5/1992,Danish,2017,16,Japanese Grand Prix,10/8/2017,suzuka,Suzuka,Japan,haas,American,13.0,1,19,23065,Japanese Grand Prix,Dry,8.0
4952,4952,22028,895,18,1,10,9,9,2.0,53,01:35.5,218.79,Finished,button,1/19/1980,British,2013,15,Japanese Grand Prix,10/13/2013,suzuka,Suzuka,Japan,mclaren,British,10.0,3,40,23105,Japanese Grand Prix,Dry,
4955,4955,22034,895,815,1,11,15,15,0.0,52,01:35.8,218.114,+1 Lap,perez,1/26/1990,Mexican,2013,15,Japanese Grand Prix,10/13/2013,suzuka,Suzuka,Japan,mclaren,British,11.0,3,42,25585,Japanese Grand Prix,Dry,
4957,4957,22035,895,813,3,15,16,16,0.0,52,01:37.4,214.581,+1 Lap,maldonado,3/9/1985,Venezuelan,2013,15,Japanese Grand Prix,10/13/2013,suzuka,Suzuka,Japan,williams,British,15.0,2,28,24202,Japanese Grand Prix,Dry,
4959,4959,22036,895,822,3,13,17,17,0.0,52,01:37.9,213.632,+1 Lap,bottas,8/28/1989,Finnish,2013,15,Japanese Grand Prix,10/13/2013,suzuka,Suzuka,Japan,williams,British,13.0,2,27,23483,Japanese Grand Prix,Dry,
4961,4961,22023,895,4,6,8,4,4,12.0,53,01:35.9,218.041,Finished,alonso,7/29/1981,Spanish,2013,15,Japanese Grand Prix,10/13/2013,suzuka,Suzuka,Japan,ferrari,Italian,8.0,2,30,22839,Japanese Grand Prix,Dry,
4964,4964,22029,895,13,6,5,10,10,1.0,53,01:37.0,215.515,Finished,massa,4/25/1981,Brazilian,2013,15,Japanese Grand Prix,10/13/2013,suzuka,Suzuka,Japan,ferrari,Italian,5.0,3,34,17822,Japanese Grand Prix,Dry,
4967,4967,22021,895,17,9,1,2,2,18.0,53,01:34.6,221.015,Finished,webber,8/27/1976,Australian,2013,15,Japanese Grand Prix,10/13/2013,suzuka,Suzuka,Japan,red_bull,Austrian,1.0,3,42,23094,Japanese Grand Prix,Dry,
4969,4969,22020,895,20,9,2,1,1,25.0,53,01:35.3,219.322,Finished,vettel,7/3/1987,German,2013,15,Japanese Grand Prix,10/13/2013,suzuka,Suzuka,Japan,red_bull,Austrian,2.0,2,37,22873,Japanese Grand Prix,Dry,
4972,4972,22032,895,817,5,16,13,13,0.0,52,01:35.0,220.008,+1 Lap,ricciardo,7/1/1989,Australian,2013,15,Japanese Grand Prix,10/13/2013,suzuka,Suzuka,Japan,toro_rosso,Italian,16.0,3,44,24178,Japanese Grand Prix,Dry,
4975,4975,22031,895,818,5,17,12,12,0.0,52,01:35.9,218,+1 Lap,vergne,4/25/1990,French,2013,15,Japanese Grand Prix,10/13/2013,suzuka,Suzuka,Japan,toro_rosso,Italian,18.0,3,38,24876,Japanese Grand Prix,Dry,
4977,4977,22033,895,16,10,22,14,14,0.0,52,01:37.4,214.705,+1 Lap,sutil,1/11/1983,German,2013,15,Japanese Grand Prix,10/13/2013,suzuka,Suzuka,Japan,force_india,Indian,17.0,2,27,23484,Japanese Grand Prix,Dry,
4979,4979,22030,895,814,10,12,11,11,0.0,53,01:37.4,214.617,Finished,resta,4/16/1986,British,2013,15,Japanese Grand Prix,10/13/2013,suzuka,Suzuka,Japan,force_india,Indian,12.0,2,26,23858,Japanese Grand Prix,Dry,
4980,4980,22039,895,1,131,3,R,20,0.0,7,01:41.2,206.569,Puncture,hamilton,1/7/1985,British,2013,15,Japanese Grand Prix,10/13/2013,suzuka,Suzuka,Japan,mercedes,German,3.0,1,1,25297,Japanese Grand Prix,Dry,
4984,4984,22027,895,3,131,6,8,8,4.0,53,01:34.7,220.868,Finished,rosberg,6/27/1985,German,2013,15,Japanese Grand Prix,10/13/2013,suzuka,Suzuka,Japan,mercedes,German,6.0,4,39,22551,Japanese Grand Prix,Dry,
4986,4986,22025,895,807,15,7,6,6,8.0,53,01:36.5,216.674,Finished,hulkenberg,8/19/1987,German,2013,15,Japanese Grand Prix,10/13/2013,suzuka,Suzuka,Japan,sauber,Swiss,7.0,2,29,23831,Japanese Grand Prix,Dry,
4988,4988,22026,895,821,15,14,7,7,6.0,53,01:36.5,216.636,Finished,gutierrez,8/5/1991,Mexican,2013,15,Japanese Grand Prix,10/13/2013,suzuka,Suzuka,Japan,sauber,Swiss,14.0,2,30,23184,Japanese Grand Prix,Dry,
4991,4991,22037,895,819,207,20,18,18,0.0,52,01:37.5,214.436,+1 Lap,pic,2/15/1990,French,2013,15,Japanese Grand Prix,10/13/2013,suzuka,Suzuka,Japan,caterham,Malaysian,20.0,3,35,24381,Japanese Grand Prix,Dry,
4993,4993,22024,895,8,208,9,5,5,10.0,53,01:35.5,218.865,Finished,raikkonen,10/17/1979,Finnish,2013,15,Japanese Grand Prix,10/13/2013,suzuka,Suzuka,Japan,lotus_f1,British,9.0,2,31,23290,Japanese Grand Prix,Dry,
4995,4995,22022,895,154,208,4,3,3,15.0,53,01:36.0,217.782,Finished,grosjean,4/17/1986,French,2013,15,Japanese Grand Prix,10/13/2013,suzuka,Suzuka,Japan,lotus_f1,British,4.0,2,29,23086,Japanese Grand Prix,Dry,
4997,4997,22038,895,820,206,18,19,19,0.0,52,01:38.7,211.777,+1 Lap,chilton,4/21/1991,British,2013,15,Japanese Grand Prix,10/13/2013,suzuka,Suzuka,Japan,marussia,Russian,19.0,2,29,24373,Japanese Grand Prix,Dry,
4999,4999,21137,856,1,1,1,2,2,18.0,55,01:40.5,201.216,Finished,hamilton,1/7/1985,British,2011,16,Korean Grand Prix,10/16/2011,yeongam,Yeongam County,Korea,mclaren,British,1.0,2,33,20584,Korean Grand Prix,Dry,5.0
5001,5001,21139,856,18,1,3,4,4,12.0,55,01:40.7,200.716,Finished,button,1/19/1980,British,2011,16,Korean Grand Prix,10/16/2011,yeongam,Yeongam County,Korea,mclaren,British,3.0,2,34,20758,Korean Grand Prix,Dry,5.0
5003,5003,21147,856,22,3,18,12,12,0.0,55,01:42.4,197.458,Finished,barrichello,5/23/1972,Brazilian,2011,16,Korean Grand Prix,10/16/2011,yeongam,Yeongam County,Korea,williams,British,18.0,2,31,22347,Korean Grand Prix,Dry,5.0
5006,5006,21157,856,813,3,16,R,22,0.0,30,01:44.7,193.086,Clutch,maldonado,3/9/1985,Venezuelan,2011,16,Korean Grand Prix,10/16/2011,yeongam,Yeongam County,Korea,williams,British,16.0,3,28,22035,Korean Grand Prix,Dry,5.0
5007,5007,21158,856,808,4,8,R,23,0.0,16,01:45.5,191.658,Collision,petrov,9/8/1984,Russian,2011,16,Korean Grand Prix,10/16/2011,yeongam,Yeongam County,Korea,renault,French,8.0,1,14,21478,Korean Grand Prix,Dry,5.0
5009,5009,21148,856,811,4,15,13,13,0.0,54,01:42.5,197.115,+1 Lap,bruno_senna,10/15/1983,Brazilian,2011,16,Korean Grand Prix,10/16/2011,yeongam,Yeongam County,Korea,renault,French,15.0,2,30,21893,Korean Grand Prix,Dry,5.0
5011,5011,21140,856,4,6,6,5,5,10.0,55,01:40.5,201.04,Finished,alonso,7/29/1981,Spanish,2011,16,Korean Grand Prix,10/16/2011,yeongam,Yeongam County,Korea,ferrari,Italian,6.0,2,37,20639,Korean Grand Prix,Dry,5.0
5013,5013,21141,856,13,6,5,6,6,8.0,55,01:40.5,201.052,Finished,massa,4/25/1981,Brazilian,2011,16,Korean Grand Prix,10/16/2011,yeongam,Yeongam County,Korea,ferrari,Italian,5.0,2,34,21080,Korean Grand Prix,Dry,5.0
5015,5015,21138,856,17,9,4,3,3,15.0,55,01:40.3,201.547,Finished,webber,8/27/1976,Australian,2011,16,Korean Grand Prix,10/16/2011,yeongam,Yeongam County,Korea,red_bull,Austrian,4.0,2,33,20800,Korean Grand Prix,Dry,5.0
5017,5017,21136,856,20,9,2,1,1,25.0,55,01:39.6,202.941,Finished,vettel,7/3/1987,German,2011,16,Korean Grand Prix,10/16/2011,yeongam,Yeongam County,Korea,red_bull,Austrian,2.0,2,34,20170,Korean Grand Prix,Dry,5.0
5019,5019,21144,856,67,5,13,9,9,2.0,55,01:40.5,201.06,Finished,buemi,10/31/1988,Swiss,2011,16,Korean Grand Prix,10/16/2011,yeongam,Yeongam County,Korea,toro_rosso,Italian,13.0,2,36,21992,Korean Grand Prix,Dry,5.0
5021,5021,21142,856,153,5,11,7,7,6.0,55,01:40.9,200.257,Finished,alguersuari,3/23/1990,Spanish,2011,16,Korean Grand Prix,10/16/2011,yeongam,Yeongam County,Korea,toro_rosso,Italian,11.0,2,37,22325,Korean Grand Prix,Dry,5.0
5023,5023,21146,856,16,10,10,11,11,0.0,55,01:42.0,198.149,Finished,sutil,1/11/1983,German,2011,16,Korean Grand Prix,10/16/2011,yeongam,Yeongam County,Korea,force_india,Indian,10.0,2,35,21916,Korean Grand Prix,Dry,5.0
5025,5025,21145,856,814,10,9,10,10,1.0,55,01:42.1,197.978,Finished,resta,4/16/1986,British,2011,16,Korean Grand Prix,10/16/2011,yeongam,Yeongam County,Korea,force_india,Indian,9.0,2,31,21060,Korean Grand Prix,Dry,5.0
5027,5027,21143,856,3,131,7,8,8,4.0,55,01:41.8,198.624,Finished,rosberg,6/27/1985,German,2011,16,Korean Grand Prix,10/16/2011,yeongam,Yeongam County,Korea,mercedes,German,7.0,2,27,20772,Korean Grand Prix,Dry,5.0
5028,5028,21159,856,30,131,12,R,24,0.0,15,01:45.3,191.916,Collision,michael_schumacher,1/3/1969,German,2011,16,Korean Grand Prix,10/16/2011,yeongam,Yeongam County,Korea,mercedes,German,12.0,1,14,20238,Korean Grand Prix,Dry,5.0
5030,5030,21149,856,5,205,19,14,14,0.0,54,01:42.5,197.294,+1 Lap,kovalainen,10/19/1981,Finnish,2011,16,Korean Grand Prix,10/16/2011,yeongam,Yeongam County,Korea,lotus_racing,Malaysian,19.0,2,38,22669,Korean Grand Prix,Dry,5.0
5032,5032,21152,856,15,205,20,17,17,0.0,54,01:43.0,196.235,+1 Lap,trulli,7/13/1974,Italian,2011,16,Korean Grand Prix,10/16/2011,yeongam,Yeongam County,Korea,lotus_racing,Malaysian,20.0,2,36,22851,Korean Grand Prix,Dry,5.0
5034,5034,21153,856,10,166,21,18,18,0.0,54,01:44.5,193.368,+1 Lap,glock,3/18/1982,German,2011,16,Korean Grand Prix,10/16/2011,yeongam,Yeongam County,Korea,virgin,British,21.0,2,41,22481,Korean Grand Prix,Dry,5.0
5036,5036,21155,856,816,166,22,20,20,0.0,54,01:44.7,192.981,+1 Lap,ambrosio,12/27/1985,Belgian,2011,16,Korean Grand Prix,10/16/2011,yeongam,Yeongam County,Korea,virgin,British,22.0,2,38,22412,Korean Grand Prix,Dry,5.0
5039,5039,21150,856,155,15,14,15,15,0.0,54,01:42.1,198.021,+1 Lap,kobayashi,9/13/1986,Japanese,2011,16,Korean Grand Prix,10/16/2011,yeongam,Yeongam County,Korea,sauber,Swiss,14.0,3,42,21472,Korean Grand Prix,Dry,5.0
5042,5042,21151,856,815,15,17,16,16,0.0,54,01:42.4,197.354,+1 Lap,perez,1/26/1990,Mexican,2011,16,Korean Grand Prix,10/16/2011,yeongam,Yeongam County,Korea,sauber,Swiss,17.0,3,53,21971,Korean Grand Prix,Dry,5.0
5045,5045,21156,856,24,164,23,21,21,0.0,52,01:46.2,190.387,+3 Laps,liuzzi,8/6/1980,Italian,2011,16,Korean Grand Prix,10/16/2011,yeongam,Yeongam County,Korea,hrt,Spanish,23.0,3,38,22092,Korean Grand Prix,Dry,5.0
5047,5047,21154,856,817,164,24,19,19,0.0,54,01:44.9,192.752,+1 Lap,ricciardo,7/1/1989,Australian,2011,16,Korean Grand Prix,10/16/2011,yeongam,Yeongam County,Korea,hrt,Spanish,24.0,2,41,22115,Korean Grand Prix,Dry,5.0
5050,5050,21601,875,1,1,3,10,10,1.0,55,01:42.7,196.785,Finished,hamilton,1/7/1985,British,2012,16,Korean Grand Prix,10/14/2012,yeongam,Yeongam County,Korea,mclaren,British,3.0,3,42,19447,Korean Grand Prix,Dry,
5051,5051,21605,875,813,3,15,14,14,0.0,55,01:42.7,196.865,Finished,maldonado,3/9/1985,Venezuelan,2012,16,Korean Grand Prix,10/14/2012,yeongam,Yeongam County,Korea,williams,British,15.0,1,21,21137,Korean Grand Prix,Dry,
5053,5053,21606,875,811,3,17,15,15,0.0,55,01:43.4,195.472,Finished,bruno_senna,10/15/1983,Brazilian,2012,16,Korean Grand Prix,10/14/2012,yeongam,Yeongam County,Korea,williams,British,18.0,2,32,22813,Korean Grand Prix,Dry,
5055,5055,21594,875,4,6,4,3,3,15.0,55,01:42.4,197.321,Finished,alonso,7/29/1981,Spanish,2012,16,Korean Grand Prix,10/14/2012,yeongam,Yeongam County,Korea,ferrari,Italian,4.0,2,34,20090,Korean Grand Prix,Dry,
5057,5057,21595,875,13,6,6,4,4,12.0,55,01:42.2,197.707,Finished,massa,4/25/1981,Brazilian,2012,16,Korean Grand Prix,10/14/2012,yeongam,Yeongam County,Korea,ferrari,Italian,6.0,2,35,20855,Korean Grand Prix,Dry,
5059,5059,21593,875,17,9,1,2,2,18.0,55,01:42.0,198.104,Finished,webber,8/27/1976,Australian,2012,16,Korean Grand Prix,10/14/2012,yeongam,Yeongam County,Korea,red_bull,Austrian,1.0,2,32,19616,Korean Grand Prix,Dry,
5061,5061,21592,875,20,9,2,1,1,25.0,55,01:42.5,197.211,Finished,vettel,7/3/1987,German,2012,16,Korean Grand Prix,10/14/2012,yeongam,Yeongam County,Korea,red_bull,Austrian,2.0,2,35,19801,Korean Grand Prix,Dry,
5063,5063,21600,875,817,5,21,9,9,2.0,55,01:43.1,195.97,Finished,ricciardo,7/1/1989,Australian,2012,16,Korean Grand Prix,10/14/2012,yeongam,Yeongam County,Korea,toro_rosso,Italian,16.0,2,34,20804,Korean Grand Prix,Dry,
5065,5065,21599,875,818,5,16,8,8,4.0,55,01:42.7,196.785,Finished,vergne,4/25/1990,French,2012,16,Korean Grand Prix,10/14/2012,yeongam,Yeongam County,Korea,toro_rosso,Italian,17.0,2,38,21188,Korean Grand Prix,Dry,
5067,5067,21597,875,807,10,8,6,6,8.0,55,01:42.6,196.931,Finished,hulkenberg,8/19/1987,German,2012,16,Korean Grand Prix,10/14/2012,yeongam,Yeongam County,Korea,force_india,Indian,8.0,2,32,20982,Korean Grand Prix,Dry,
5069,5069,21603,875,814,10,14,12,12,0.0,55,01:43.5,195.272,Finished,resta,4/16/1986,British,2012,16,Korean Grand Prix,10/14/2012,yeongam,Yeongam County,Korea,force_india,Indian,14.0,2,28,20218,Korean Grand Prix,Dry,
5071,5071,21604,875,30,131,10,13,13,0.0,55,01:43.2,195.902,Finished,michael_schumacher,1/3/1969,German,2012,16,Korean Grand Prix,10/14/2012,yeongam,Yeongam County,Korea,mercedes,German,10.0,2,32,20276,Korean Grand Prix,Dry,
5073,5073,21613,875,155,15,13,R,22,0.0,16,01:47.1,188.799,Collision damage,kobayashi,9/13/1986,Japanese,2012,16,Korean Grand Prix,10/14/2012,yeongam,Yeongam County,Korea,sauber,Swiss,13.0,2,7,13986,Korean Grand Prix,Dry,
5075,5075,21602,875,815,15,12,11,11,0.0,55,01:42.5,197.219,Finished,perez,1/26/1990,Mexican,2012,16,Korean Grand Prix,10/14/2012,yeongam,Yeongam County,Korea,sauber,Swiss,12.0,2,33,20767,Korean Grand Prix,Dry,
5076,5076,21611,875,39,164,23,20,20,0.0,53,01:47.1,188.795,+2 Laps,karthikeyan,1/14/1977,Indian,2012,16,Korean Grand Prix,10/14/2012,yeongam,Yeongam County,Korea,hrt,Spanish,,1,18,22749,Korean Grand Prix,Dry,
5078,5078,21608,875,5,207,19,17,17,0.0,54,01:45.0,192.596,+1 Lap,kovalainen,10/19/1981,Finnish,2012,16,Korean Grand Prix,10/14/2012,yeongam,Yeongam County,Korea,caterham,Malaysian,20.0,2,33,21489,Korean Grand Prix,Dry,
5080,5080,21607,875,808,207,18,16,16,0.0,54,01:45.0,192.49,+1 Lap,petrov,9/8/1984,Russian,2012,16,Korean Grand Prix,10/14/2012,yeongam,Yeongam County,Korea,caterham,Malaysian,19.0,2,32,21581,Korean Grand Prix,Dry,
5082,5082,21596,875,8,208,5,5,5,10.0,55,01:42.8,196.592,Finished,raikkonen,10/17/1979,Finnish,2012,16,Korean Grand Prix,10/14/2012,yeongam,Yeongam County,Korea,lotus_f1,British,5.0,2,35,21012,Korean Grand Prix,Dry,
5084,5084,21598,875,154,208,7,7,7,6.0,55,01:42.8,196.666,Finished,grosjean,4/17/1986,French,2012,16,Korean Grand Prix,10/14/2012,yeongam,Yeongam County,Korea,lotus_f1,British,7.0,2,31,20935,Korean Grand Prix,Dry,
5086,5086,21609,875,10,206,20,18,18,0.0,54,01:45.2,192.082,+1 Lap,glock,3/18/1982,German,2012,16,Korean Grand Prix,10/14/2012,yeongam,Yeongam County,Korea,marussia,Russian,22.0,2,31,20494,Korean Grand Prix,Dry,
5088,5088,21610,875,819,206,24,19,19,0.0,53,01:44.5,193.505,+2 Laps,pic,2/15/1990,French,2012,16,Korean Grand Prix,10/14/2012,yeongam,Yeongam County,Korea,marussia,Russian,21.0,2,34,22019,Korean Grand Prix,Dry,
5090,5090,22005,894,18,1,11,8,8,4.0,55,01:43.1,196.113,Finished,button,1/19/1980,British,2013,14,Korean Grand Prix,10/6/2013,yeongam,Yeongam County,Korea,mclaren,British,12.0,2,22,25946,Korean Grand Prix,Dry,9.0
5092,5092,22007,894,815,1,10,10,10,1.0,55,01:43.0,196.303,Finished,perez,1/26/1990,Mexican,2013,14,Korean Grand Prix,10/6/2013,yeongam,Yeongam County,Korea,mclaren,British,11.0,2,31,38893,Korean Grand Prix,Dry,9.0
5094,5094,22010,894,813,3,18,13,13,0.0,55,01:44.1,194.111,Finished,maldonado,3/9/1985,Venezuelan,2013,14,Korean Grand Prix,10/6/2013,yeongam,Yeongam County,Korea,williams,British,18.0,2,23,23642,Korean Grand Prix,Dry,9.0
5096,5096,22009,894,822,3,17,12,12,0.0,55,01:43.9,194.61,Finished,bottas,8/28/1989,Finnish,2013,14,Korean Grand Prix,10/6/2013,yeongam,Yeongam County,Korea,williams,British,17.0,2,28,24240,Korean Grand Prix,Dry,9.0
5098,5098,22003,894,4,6,5,6,6,8.0,55,01:42.7,196.808,Finished,alonso,7/29/1981,Spanish,2013,14,Korean Grand Prix,10/6/2013,yeongam,Yeongam County,Korea,ferrari,Italian,6.0,2,28,22807,Korean Grand Prix,Dry,9.0
5100,5100,22006,894,13,6,6,9,9,2.0,55,01:43.0,196.34,Finished,massa,4/25/1981,Brazilian,2013,14,Korean Grand Prix,10/6/2013,yeongam,Yeongam County,Korea,ferrari,Italian,7.0,2,29,22401,Korean Grand Prix,Dry,9.0
5103,5103,22018,894,17,9,13,R,21,0.0,36,01:43.9,194.621,Collision,webber,8/27/1976,Australian,2013,14,Korean Grand Prix,10/6/2013,yeongam,Yeongam County,Korea,red_bull,Austrian,3.0,3,31,23490,Korean Grand Prix,Dry,9.0
5105,5105,21998,894,20,9,1,1,1,25.0,55,01:41.4,199.388,Finished,vettel,7/3/1987,German,2013,14,Korean Grand Prix,10/6/2013,yeongam,Yeongam County,Korea,red_bull,Austrian,1.0,2,31,22935,Korean Grand Prix,Dry,9.0
5107,5107,22016,894,817,5,12,19,19,0.0,52,01:42.9,196.353,+3 Laps,ricciardo,7/1/1989,Australian,2013,14,Korean Grand Prix,10/6/2013,yeongam,Yeongam County,Korea,toro_rosso,Italian,13.0,2,31,23194,Korean Grand Prix,Dry,9.0
5110,5110,22015,894,818,5,16,18,18,0.0,53,01:44.1,194.197,+2 Laps,vergne,4/25/1990,French,2013,14,Korean Grand Prix,10/6/2013,yeongam,Yeongam County,Korea,toro_rosso,Italian,16.0,3,38,24016,Korean Grand Prix,Dry,9.0
5114,5114,22017,894,16,10,14,20,20,0.0,50,01:44.1,194.188,Collision,sutil,1/11/1983,German,2013,14,Korean Grand Prix,10/6/2013,yeongam,Yeongam County,Korea,force_india,Indian,14.0,4,41,18979,Korean Grand Prix,Dry,9.0
5116,5116,22019,894,814,10,15,R,22,0.0,24,01:46.4,189.961,Spun off,resta,4/16/1986,British,2013,14,Korean Grand Prix,10/6/2013,yeongam,Yeongam County,Korea,force_india,Indian,15.0,2,23,23854,Korean Grand Prix,Dry,9.0
5118,5118,22002,894,1,131,2,5,5,10.0,55,01:42.5,197.134,Finished,hamilton,1/7/1985,British,2013,14,Korean Grand Prix,10/6/2013,yeongam,Yeongam County,Korea,mercedes,German,2.0,2,29,22251,Korean Grand Prix,Dry,9.0
5120,5120,22004,894,3,131,4,7,7,6.0,55,01:42.5,197.265,Finished,rosberg,6/27/1985,German,2013,14,Korean Grand Prix,10/6/2013,yeongam,Yeongam County,Korea,mercedes,German,5.0,2,28,42432,Korean Grand Prix,Dry,9.0
5122,5122,22001,894,807,15,7,4,4,12.0,55,01:42.6,197.002,Finished,hulkenberg,8/19/1987,German,2013,14,Korean Grand Prix,10/6/2013,yeongam,Yeongam County,Korea,sauber,Swiss,8.0,2,26,24112,Korean Grand Prix,Dry,9.0
5124,5124,22008,894,821,15,8,11,11,0.0,55,01:42.7,196.741,Finished,gutierrez,8/5/1991,Mexican,2013,14,Korean Grand Prix,10/6/2013,yeongam,Yeongam County,Korea,sauber,Swiss,9.0,2,31,23408,Korean Grand Prix,Dry,9.0
5126,5126,22011,894,819,207,19,14,14,0.0,55,01:44.5,193.477,Finished,pic,2/15/1990,French,2013,14,Korean Grand Prix,10/6/2013,yeongam,Yeongam County,Korea,caterham,Malaysian,19.0,2,30,24366,Korean Grand Prix,Dry,9.0
5129,5129,22012,894,823,207,20,15,15,0.0,55,01:44.4,193.667,Finished,garde,4/25/1985,Dutch,2013,14,Korean Grand Prix,10/6/2013,yeongam,Yeongam County,Korea,caterham,Malaysian,20.0,3,30,24548,Korean Grand Prix,Dry,9.0
5131,5131,21999,894,8,208,9,2,2,18.0,55,01:42.0,198.225,Finished,raikkonen,10/17/1979,Finnish,2013,14,Korean Grand Prix,10/6/2013,yeongam,Yeongam County,Korea,lotus_f1,British,10.0,2,25,23236,Korean Grand Prix,Dry,9.0
5133,5133,22000,894,154,208,3,3,3,15.0,55,01:41.9,198.3,Finished,grosjean,4/17/1986,French,2013,14,Korean Grand Prix,10/6/2013,yeongam,Yeongam County,Korea,lotus_f1,British,4.0,2,31,22767,Korean Grand Prix,Dry,9.0
5135,5135,22014,894,820,206,21,17,17,0.0,55,01:45.4,191.769,Finished,chilton,4/21/1991,British,2013,14,Korean Grand Prix,10/6/2013,yeongam,Yeongam County,Korea,marussia,Russian,22.0,2,30,26299,Korean Grand Prix,Dry,9.0
5137,5137,22013,894,824,206,22,16,16,0.0,55,01:45.0,192.53,Finished,jules_bianchi,8/3/1989,French,2013,14,Korean Grand Prix,10/6/2013,yeongam,Yeongam County,Korea,marussia,Russian,21.0,2,30,23814,Korean Grand Prix,Dry,9.0
5139,5139,21184,858,1,1,2,1,1,25.0,55,01:43.5,193.255,Finished,hamilton,1/7/1985,British,2011,18,Abu Dhabi Grand Prix,11/13/2011,yas_marina,Abu Dhabi,UAE,mclaren,British,2.0,2,40,19350,Abu Dhabi Grand Prix,Dry,
5141,5141,21186,858,18,1,3,3,3,15.0,55,01:43.2,193.83,Finished,button,1/19/1980,British,2011,18,Abu Dhabi Grand Prix,11/13/2011,yas_marina,Abu Dhabi,UAE,mclaren,British,3.0,2,36,20301,Abu Dhabi Grand Prix,Dry,
5143,5143,21195,858,22,3,24,12,12,0.0,54,01:44.4,191.447,+1 Lap,barrichello,5/23/1972,Brazilian,2011,18,Abu Dhabi Grand Prix,11/13/2011,yas_marina,Abu Dhabi,UAE,williams,British,,2,34,20534,Abu Dhabi Grand Prix,Dry,
5145,5145,21197,858,813,3,23,14,14,0.0,54,01:44.6,191.099,+1 Lap,maldonado,3/9/1985,Venezuelan,2011,18,Abu Dhabi Grand Prix,11/13/2011,yas_marina,Abu Dhabi,UAE,williams,British,17.0,2,30,12897,Abu Dhabi Grand Prix,Dry,
5147,5147,21196,858,808,4,12,13,13,0.0,54,01:43.7,192.86,+1 Lap,petrov,9/8/1984,Russian,2011,18,Abu Dhabi Grand Prix,11/13/2011,yas_marina,Abu Dhabi,UAE,renault,French,12.0,2,38,19968,Abu Dhabi Grand Prix,Dry,
5150,5150,21199,858,811,4,14,16,16,0.0,54,01:46.2,188.359,+1 Lap,bruno_senna,10/15/1983,Brazilian,2011,18,Abu Dhabi Grand Prix,11/13/2011,yas_marina,Abu Dhabi,UAE,renault,French,14.0,3,36,12959,Abu Dhabi Grand Prix,Dry,
5152,5152,21185,858,4,6,5,2,2,18.0,55,01:43.9,192.412,Finished,alonso,7/29/1981,Spanish,2011,18,Abu Dhabi Grand Prix,11/13/2011,yas_marina,Abu Dhabi,UAE,ferrari,Italian,5.0,2,43,21314,Abu Dhabi Grand Prix,Dry,
5154,5154,21188,858,13,6,6,5,5,10.0,55,01:44.3,191.722,Finished,massa,4/25/1981,Brazilian,2011,18,Abu Dhabi Grand Prix,11/13/2011,yas_marina,Abu Dhabi,UAE,ferrari,Italian,6.0,2,40,20035,Abu Dhabi Grand Prix,Dry,
5157,5157,21187,858,17,9,4,4,4,12.0,55,01:42.6,194.854,Finished,webber,8/27/1976,Australian,2011,18,Abu Dhabi Grand Prix,11/13/2011,yas_marina,Abu Dhabi,UAE,red_bull,Austrian,4.0,3,54,19525,Abu Dhabi Grand Prix,Dry,
5159,5159,21198,858,153,5,15,15,15,0.0,54,01:44.1,192.082,+1 Lap,alguersuari,3/23/1990,Spanish,2011,18,Abu Dhabi Grand Prix,11/13/2011,yas_marina,Abu Dhabi,UAE,toro_rosso,Italian,15.0,2,34,21363,Abu Dhabi Grand Prix,Dry,
5161,5161,21191,858,16,10,9,8,8,4.0,55,01:44.7,190.952,Finished,sutil,1/11/1983,German,2011,18,Abu Dhabi Grand Prix,11/13/2011,yas_marina,Abu Dhabi,UAE,force_india,Indian,9.0,2,36,20614,Abu Dhabi Grand Prix,Dry,
5162,5162,21192,858,814,10,10,9,9,2.0,55,01:44.1,192.032,Finished,resta,4/16/1986,British,2011,18,Abu Dhabi Grand Prix,11/13/2011,yas_marina,Abu Dhabi,UAE,force_india,Indian,10.0,1,27,20216,Abu Dhabi Grand Prix,Dry,
5164,5164,21189,858,3,131,7,6,6,8.0,55,01:44.0,192.266,Finished,rosberg,6/27/1985,German,2011,18,Abu Dhabi Grand Prix,11/13/2011,yas_marina,Abu Dhabi,UAE,mercedes,German,7.0,2,48,19907,Abu Dhabi Grand Prix,Dry,
